time,open,high,low,close,volume,EMA_20,EMA_50,EMA_200,RSI_14,MACD,BB_upper,BB_lower,ATR
2025-10-02 01:35:00,3861.14,3861.83,3860.31,3861.54,532,3862.673247954806,3863.640725178654,3864.4904716386163,43.544137022397514,-0.2520572756354048,3866.054503220348,3859.5824967796516,2.6364285714285285
2025-10-02 01:40:00,3861.52,3862.78,3861.39,3862.48,553,3862.6548433876815,3863.595206544197,3864.470466945695,41.660993873383646,-0.1255099159193689,3865.789255652855,3859.608744347146,2.5664285714285597
2025-10-02 01:45:00,3862.55,3863.87,3862.43,3862.84,602,3862.6724773507594,3863.5655906012876,3864.454243393997,43.932203389830626,-0.010695231388697102,3865.8016468857627,3859.737353114237,2.570000000000001
2025-10-02 01:50:00,3862.82,3863.2,3861.47,3861.92,360,3862.600812841163,3863.501057636531,3864.429027041818,43.962008141113394,0.009084631059066206,3865.800445813857,3859.704554186143,2.596428571428565
2025-10-02 01:55:00,3861.85,3862.52,3861.51,3862.06,273,3862.54930685629,3863.4445455723535,3864.4054546334414,45.003399048265635,0.035887633016317144,3865.7890731042703,3859.66292689573,2.560714285714247
2025-10-02 02:00:00,3862.07,3863.97,3861.53,3863.39,1071,3862.629372869977,3863.4424065303006,3864.395350607238,48.14102564102591,0.14154876987326037,3865.8512009129304,3859.7147990870703,2.603571428571383
2025-10-02 02:05:00,3863.27,3864.43,3863.11,3864.43,573,3862.8008611680743,3863.481135685975,3864.3956953773154,46.67106130520695,0.2722679857721516,3865.970773459502,3859.6882265404993,2.5299999999999403
2025-10-02 02:10:00,3864.38,3864.41,3861.66,3862.38,689,3862.7607791520672,3863.437953894368,3864.3756387068947,43.75772558714462,0.2140234678482602,3865.6874355231953,3859.7165644768043,2.055714285714235
2025-10-02 02:15:00,3862.43,3864.22,3861.87,3864.13,528,3862.8911811375847,3863.465092957334,3864.373194540657,59.66216216216277,0.28241273600550265,3865.6022231583784,3859.751776841621,1.9007142857142298
2025-10-02 02:20:00,3864.14,3866.22,3863.89,3865.22,959,3863.1129734101955,3863.5339128413602,3864.381620465626,57.50889679715225,0.383825195658271,3865.863262131447,3859.6427378685526,1.9271428571427935
2025-10-02 02:25:00,3865.24,3866.62,3864.98,3865.69,684,3863.3584045139864,3863.618465278954,3864.394639167461,66.43356643356722,0.46017797643665637,3866.2245563885485,3859.497443611451,1.8878571428570663
2025-10-02 02:30:00,3865.62,3866.09,3862.45,3863.22,894,3863.345223131702,3863.6028391895834,3864.382951215546,60.46676096180908,0.32814852672966216,3866.1515326099106,3859.4954673900893,1.946428571428539
2025-10-02 02:35:00,3863.21,3863.21,3859.27,3860.28,1328,3863.0532971191587,3863.472531770384,3864.342125830317,50.50206733609002,0.04168811504811097,3865.8390654150044,3859.291934584995,2.134999999999926
2025-10-02 02:40:00,3860.38,3861.33,3857.72,3860.77,1612,3862.8358402506674,3863.3665501323303,3864.306582289717,48.933577087142226,-0.10775033239299836,3865.63172568196,3859.1362743180393,2.224285714285673
2025-10-02 02:45:00,3860.79,3863.2,3860.64,3862.37,1321,3862.7914745125086,3863.3274697349843,3864.2873128141973,52.35929505400785,-0.09238906521410584,3865.644271316211,3859.2337286837887,2.2985714285713845
2025-10-02 02:50:00,3862.35,3865.04,3862.17,3864.14,929,3862.919905511317,3863.359333666946,3864.2858470150513,54.50597176981523,0.03651978359574823,3865.773325964895,3859.207674035105,2.404285714285639
2025-10-02 02:55:00,3864.17,3865.38,3862.78,3863.27,1062,3862.953247843573,3863.3558303858895,3864.2757390845536,51.13576333861558,0.06127857347083657,3865.843946037266,3859.318053962735,2.4871428571427714
2025-10-02 03:00:00,3863.19,3863.62,3860.64,3862.26,1617,3862.887224239423,3863.3128566452665,3864.255681979235,50.89379600420654,0.010386088251624265,3865.7619561058723,3859.600043894127,2.576428571428486
2025-10-02 03:05:00,3862.46,3862.82,3858.27,3859.49,1875,3862.563679073764,3863.1629406983934,3864.2082622580488,44.064665127020184,-0.1975980427321566,3865.8500526311464,3859.449947368854,2.8292857142856582
2025-10-02 03:10:00,3859.49,3859.49,3857.35,3858.24,1576,3862.151900114358,3862.9698842004177,3864.148876563939,38.0621233194245,-0.3956880871743379,3866.214711792239,3858.7972882077606,2.8078571428571064
2025-10-02 03:15:00,3858.15,3860.33,3857.4,3860.19,1353,3861.965052484419,3862.860869133735,3864.109484757333,40.569395017793894,-0.37207412498801423,3866.268400507159,3858.608599492841,2.9228571428571155
2025-10-02 03:20:00,3860.18,3860.83,3856.39,3859.82,1360,3861.760761771617,3862.7416193637846,3864.066803316962,43.84615384615389,-0.35794721734848456,3866.310094598051,3858.300905401949,3.042142857142835
2025-10-02 03:25:00,3859.84,3859.96,3856.99,3857.93,1212,3861.3959273171777,3862.5529284083423,3864.0057405973903,35.19579751671381,-0.4466941824355467,3866.504478537881,3857.615521462119,3.086428571428574
2025-10-02 03:30:00,3857.94,3859.79,3857.32,3858.52,1062,3861.1220294774466,3862.3947743531135,3863.9511561138347,33.61056751467795,-0.4359823227254509,3866.6086661808527,3857.171333819148,3.096428571428565
2025-10-02 03:35:00,3858.41,3858.7,3857.23,3857.82,1080,3860.8075504795947,3862.2153714373053,3863.890149585339,30.962747943880345,-0.44482422627801266,3866.733475822262,3856.622524177738,3.0842857142857025
2025-10-02 03:40:00,3857.84,3858.98,3857.55,3858.39,857,3860.577307576776,3862.065356871137,3863.8354217287683,37.13372402770366,-0.3833962651909223,3866.619688093786,3856.236311906214,2.9264285714285245
2025-10-02 03:45:00,3858.4,3861.28,3857.09,3860.47,1174,3860.5670878075593,3862.0027938565827,3863.8019349453975,50.53042992741374,-0.18390615951961797,3866.23844339722,3856.221556602779,2.9435714285713988
2025-10-02 03:50:00,3860.49,3860.55,3856.22,3857.34,1516,3860.259746111601,3861.8199391955404,3863.7376370852444,41.6545012165453,-0.24040984646449792,3866.2433968711325,3855.7126031288676,2.994999999999988
2025-10-02 03:55:00,3857.37,3858.16,3855.88,3855.98,1260,3859.8521512438297,3861.5909219721857,3863.6604466664858,34.26883308714946,-0.34089825893283576,3866.0652763711028,3855.075723628898,2.974999999999974
2025-10-02 04:00:00,3855.92,3856.35,3852.86,3856.26,3109,3859.5100416015603,3861.3818662085705,3863.5868103812472,29.064824654623834,-0.358249731852081,3865.480488133816,3854.764511866184,3.0192857142856804
2025-10-02 04:05:00,3856.27,3858.11,3854.54,3858.03,1909,3859.3690852585546,3861.250420474901,3863.5315187356628,36.713995943205596,-0.2266781461170444,3864.48149369575,3854.9975063042493,3.088571428571413
2025-10-02 04:10:00,3858.04,3860.21,3857.92,3859.51,1693,3859.3825057101208,3861.182168691572,3863.4915036238654,43.18969787023296,-0.026652149432191408,3864.003990656408,3855.104009343592,3.0392857142856946
2025-10-02 04:15:00,3859.53,3860.76,3857.86,3859.22,1463,3859.3670289758234,3861.1052208997457,3863.449001100245,49.23771880293627,0.09289753326308148,3863.93981871436,3855.0621812856384,2.9214285714285455
2025-10-02 04:20:00,3859.27,3864.47,3859.12,3864.29,1819,3859.8358833590783,3861.230114197795,3863.4573692485014,64.05016256386438,0.49759017531393757,3864.5823015358806,3854.7716984641206,3.1507142857142623
2025-10-02 04:25:00,3864.26,3864.97,3863.04,3863.82,1524,3860.215323039166,3861.3316783469013,3863.4609775146855,59.05236907730692,0.7051062769218499,3864.860921575875,3854.6380784241237,3.079285714285691
2025-10-02 04:30:00,3863.84,3864.99,3863.62,3864.36,1421,3860.6100541782926,3861.4504360587875,3863.469923012052,61.22650840751708,0.8410063665963522,3864.912490826243,3854.608509173756,2.859999999999965
2025-10-02 04:35:00,3864.37,3865.14,3863.91,3864.99,1385,3861.027191875598,3861.589242487855,3863.4850481562107,68.61814345991588,0.9287215862749396,3865.2940963796705,3854.398903620329,2.735714285714234
2025-10-02 04:40:00,3864.98,3865.16,3862.94,3863.26,1196,3861.239840268398,3861.654762390292,3863.482808871074,61.79104477612058,0.8289108552110467,3865.4546037091905,3854.338396290809,2.717857142857091
2025-10-02 04:45:00,3863.27,3864.92,3862.45,3864.01,1152,3861.503665004741,3861.7471246494965,3863.4880545539495,65.3598014888345,0.7731732854137912,3865.9710009325386,3854.2739990674613,2.7892857142856946
2025-10-02 04:50:00,3864.03,3864.85,3863.15,3864.18,901,3861.7585540519085,3861.842531525987,3863.4949395832637,64.65822784810184,0.7092053114409176,3866.465445052592,3854.373554947408,2.808571428571408
2025-10-02 04:55:00,3864.15,3865.13,3863.59,3865.06,858,3862.0729774755364,3861.968706760262,3863.510512323729,62.371967654987394,0.6871261054259145,3867.0525411251106,3854.2734588748885,2.619285714285687
2025-10-02 05:00:00,3865.1,3867.38,3861.61,3861.91,1860,3862.0574558112,3861.9664045343698,3863.4945868279706,62.30479267635913,0.43370811153962174,3867.167344981676,3854.367655018323,2.7221428571428015
2025-10-02 05:05:00,3861.89,3865.39,3861.69,3865.29,1066,3862.3653171625137,3862.096741611453,3863.5124516356527,72.60806216610025,0.4643168733990638,3867.692837312629,3854.578162687372,2.8235714285713778
2025-10-02 05:10:00,3865.25,3869.76,3863.89,3869.64,1407,3863.0581440994174,3862.392555665906,3863.573422266144,77.1289537712895,0.7321884031981372,3869.1402251470167,3854.242774852983,2.993571428571418
2025-10-02 05:15:00,3869.51,3869.88,3862.38,3866.0,2495,3863.338320851854,3862.534024071165,3863.5975673182224,65.02073124764419,0.6231574317892183,3869.5524611689257,3854.6485388310753,3.2742857142856923
2025-10-02 05:20:00,3865.95,3865.95,3863.47,3864.51,988,3863.4499093421537,3862.611513323276,3863.6066462503795,59.41974378296944,0.4193945334935234,3869.7182188561646,3855.0947811438355,3.291428571428566
2025-10-02 05:25:00,3864.52,3865.57,3863.66,3863.93,687,3863.4956322619487,3862.6632186831475,3863.6098637006244,58.77748788669439,0.22405527561591576,3869.8619705900364,3855.297029409963,3.2207142857142963
2025-10-02 05:30:00,3863.8,3864.7,3863.07,3864.23,923,3863.565572046525,3862.72466108773,3863.616034211066,49.86400725294663,0.09988467590501804,3869.803588114967,3856.0444118850337,2.954999999999992
2025-10-02 05:35:00,3864.29,3864.67,3863.08,3863.78,939,3863.58599375638,3862.766046927427,3863.6176657114534,49.90925589836669,-0.02126046485885702,3869.371324057441,3857.2566759425586,2.9307142857143
2025-10-02 05:40:00,3863.81,3865.34,3863.62,3864.77,1081,3863.6987562557724,3862.8446333224297,3863.629131724275,50.91151622943503,-0.04221278530766459,3868.8286648575568,3858.6503351424444,2.955714285714326
2025-10-02 05:45:00,3864.7,3866.0,3864.14,3864.63,803,3863.787446136175,3862.914647701942,3863.6390906125907,49.18181818181889,-0.07128558041847222,3868.399072605626,3859.7399273943743,3.000714285714334
2025-10-02 05:50:00,3864.69,3867.32,3864.54,3867.16,803,3864.1086417422534,3863.0811321057877,3863.674124536844,58.55263157894684,0.0666315488827447,3868.4223034485667,3860.481696551433,3.0407142857143623
